title,Chevalier_mentions,Espaillat_mentions,mention_score,top_250_words
Trump's DOJ Abandons $1.8B Fund After Intense Backlash; Democrats Grapple With Graham Platner Sexting Revelations; Trump Calls Out Netanyahu. Aired 7-8p ET,3,7,0.4,"['going', 'burnett', 'think', 'trump', 'right', 'people', 'just', 'know', 've', 'time', 'don', 'lot', 'want', 'like', 'really', 'california', 'democrats', 'money', 'say', 'new', 'hilton', 'suze', 'obviously', 'says', 'okay', 'fund', 'got', 'orman', 'actually', 'steve', 'question', 'buy', 'president', 'race', 'high', 'good', '19', 'outfront', 'axelrod', 'jeffries', 'look', 'republican', 'said', 'big', 'mean', 'questions', 'saying', 'carlson', 'schiff', 'leader', 'war', 'tell', 'republicans', 'things', 'tonight', 'way', 'clip', 'cost', 'better', 'everybody', 'years', 'yeah', 'make', 'house', 'market', 'gold', 'host', 'believe', 'invest', 'american', 'apple', 'video', 'real', 'country', 'news', 'prices', 'delaney', 'democrat', 'platner', 'dollar', 'economy', 'change', 'israel', 'senator', 'hall', 'governor', 'fact', 'day', 'ask', 'democratic', 'higher', 'did', 'thank', 'thing', 'facility', 'donald', 'hours', 'stock', 'bitcoin', 'shut', 'today', 'cnn', 'espaillat', 'roth', '00', 'appreciate', 'rates', 'let', 'kimmel', 'person', 'moment', 'past', 'll', 'breaking', 'mail', 'seen', 'care', 'iran', 'face', 'erin', 'continue', 'com', 'taking', 'polls', 'start', 'netanyahu', 'night', 'stocks', 'doing', 'comes', 'help', 'ice', 'record', 'voters', 'come', 'close', 'promised', 'posted', 'multiple', 'collins', 'violent', 'maine', 'adriano', 'commercial', 'sentiment', 'election', 'guest', 'coming', 'goes', 'state', 'clear', 'tomorrow', 'women', 'important', 'month', 'estate', 'gas', 'future', 'choice', 'candidate', 'average', '000', 'long', 'break', 'away', 'birthday', 'talking', 'party', 'york', 'late', 'highest', 'year', 'jersey', 'point', 'bibi', 'doesn', 'billion', 'course', 'trust', 'listen', 'oh', 'number', 'david', 'primary', 'feel', 'certainly', 'costs', 'failure', 'political', 'example', 'immigration', 'etf', 'swalwell', 'economic', 'concern', 'asked', 'percent', 'concerns', 'outside', 'spent', 'end', 'speaker', 'states', 'times', 'thanks', 'oil', 'posts', 'focused', 'sense', 'begin', 'gone', 'adam', 'californians', 'looking', 'hakeem', 'weekend', 'administration', 'idea', 'funds', 'problem', 'ahead', 'best', 'allegations', 'quote', 'viewer', 'retreat', 'mayor', 'great', 'johnson', 'senate', 'building', 'kind', 'happen', 'living', 'rubin', 'happened', 'running', 'haven', 'steyer', 'interesting', 'interview', 'having', 'november', 'diversify', 'dollars', 'sure', 'hoping', 'talks', 'ira', 'homeowners']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday's primaries",0,0,0.0,"['democratic', 'ap', 'seat', 'opposing', 'political', 'president', 'primaries', 'primary', 'republican', 'socialists', 'month', 'square', 'tests', 'trump', 'washington', 'won', 'york', 'new', 'mayor', 'artificial', 'ensured', 'backing', 'candidates', 'chosen', 'city', 'clout', 'donald', 'factions', 'mamdani', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'lost', 'zohran']"
Report: Mamdani to back candidate who called white women 'ugly colonizers',12,3,-0.6,"['chevalier', 'mamdani', 'shut', 'center', 'according', 'new', 'espalliat', 'campaign', 'detention', 'support', 'social', 'told', 'percent', 'election', 'city', 'year', 'media', 'york', 'mayor', 'israel', 'day', 'posts', 'said', 'think', 'called', 'times', 'espaillat', 'post', 'poll', 'wrote', 'getting', 'white', 'old', 'women', 'federal', 'conducted', 'news', 'continued', 'congress', 'september', 'shirt', 'june', 'lady', 'men', 'site', 'cuomo', 'inside', 'nyc', 'primary', 'days', 'referring', 'detainees', 'inhumane', 'door', 'protesters', 'held', 'pledged', 'end', 'endorse', 'private', '000', 'reported', 'time', 'surging', 'big', 'votes', '2019', '23', 'sources', 'street', 'candidate', 'chances', 'anti', 'ugly', 'owned', 'palestine', 'overwhelming', 'pandemic', 'paper', 'voters', 'platform', 'visited', 'sliwa', 'points', 'politician', 'outraising', 'vile', 've', 'polymarket', 'poor', 'popeyes', 'use', 'posted', 'university', 'outside', 'wednesday', 'order', 'named', 'market', 'matter', 'young', 'mayoral', 'yes', 'medical', 'military', 'worked', 'momentum', 'month', 'nears', 'operation', 'won', 'winning', 'november', 'win', 'went', 'offensive', 'office', 'unearthed', 'vows', 'vow', 'prediction', 'prisons', 'previously', 'strong', 'relationships', 'successful', 'rep', 'report', 'subways', 'reports', 'resurface', 'students', 'run', 'running', 'sanctions', 'unauthorized', 'school', 'seat', 'seeking', 'seen', 'strike', 'set', 'showed', 'similar', 'socialist', 'sits', 'suspended', 'received', 'recalled', 'read', 'twitter', 'sjp', 'tweets', 'procedures', 'transform', 'trailing', 'profile', 'prostitution', 'protest', 'tight', 'public', 'publication', 'tentefada', 'published', 'quarter', 'questioned', 'questionnaire', 'race', 'tensions', 'ran', 'ranted', 'march', 'jersey', 'mail', 'bds', 'clip', 'cited', 'businesses', 'boycott', 'black', 'beat', 'backing', 'curtis', 'avila', 'attention', 'arab', 'april', 'apple', 'anonymous', 'close', 'closed', 'colonizer', 'colonizers', 'columbia', 'comes', 'comment', 'company', 'conditions', 'confident', 'congressional', 'congressman', 'considering', 'contacted', 'continue', 'controversial', 'court', 'andrew', 'allegedly', 'alleged', '75', '14', '18', '2012', '2016', '2017', '2025', '230', '270', '29', '30', '31', '32', '64', '71', '78', 'aide', 'abc', 'able', 'abolish', 'abolishment', 'account', 'active', 'activist', 'addition', 'additionally', 'adriano', 'age', 'agents', 'ages', 'ago', 'credited', 'customs', 'love', 'hopeful', 'incumbent', 'increase', 'including', 'immigration', 'ice', 'hunger']"
Screen for memory loss before the signs,0,1,1.0,"['new', 'alzheimer', 'knicks', 'screening', 'data', 'act', 'congress', 'horse', 'york', 'nyc', 'tests', 'diagnosis', 'blood', 'dementia', 'symptoms', 'asap', 'watched', 'life', 'centers', 'stood', 'mayor', 'americans', 'years', 'manhattan', 'people', 'heroes', 'ritter', 'disease', 'center', 'thought', 'carriages', 'gone', 'carriage', 'care', 'time', 'calling', 'communities', 'kind', 'ceremonies', 'june', 'interview', 'cover', 'page', 'jan', 'dutch', 'presently', 'compassion', 'test', 'impact', 'medicare', 'kept', 'public', 'chose', 'kings', 'tourists', 'nice', 'players', 'locked', 'experience', 'lover', 'rides', 'loyalty', 'moratorium', 'animals', 'animal', 'way', 'mamdani', 'department', 'regulations', 'acting', 'rep', 'metadata', 'members', 'bronx', 'democracy', 'backed', 'defend', 'law', 'punishment', 'trump', 'player', '20', 'let', 'll', 'benefit', 'begin', 'horses', 'basketball', 'need', 'lives', 'pardoned', 'politics', 'police', 'plants', 'polls', 'political', 'protect', 'pollutants', 'popularity', 'remember', 'remain', 'regard', 'refused', 'reelection', 'recent', 'receive', 'really', 'railed', 'quality', 'purpose', 'pulling', 'placed', 'proportion', 'proliferation', 'prevention', 'president', 'preservation', 'power', 'places', '19', 'pigeon', 'oath', 'nutley', 'noticing', 'noisy', 'nivo', 'night', 'neutrality', 'neighborhoods', 'needs', 'nearby', 'near', 'nationally', 'nation', 'names', 'morristown', 'money', 'minimizes', 'million', 'military', 'methods', 'nyclass', 'occasional', 'piece', 'official', 'petty', 'pete', 'perpetrate', 'period', 'paying', 'patriots', 'patrick', 'pastures', 'pass', 'party', 'pardons', 'paper', 'owner', 'opinion', 'opened', 'op', 'report', 'olga', 'officials', 'replaced', 'sacrifices', 'republic', 'tying', 'tv', 'truth', 'trusted', 'true', 'treatment', 'transportation', 'trampled', 'tragically', 'torres', 'todd', 'title', 'timer', 'thinking', 'thank', 'tappan', 'taken', 'swore', 'surrounding', 'support', 'sudden', 'successful', 'styles', 'studies', 'stooge', 'stated', 'twisted', 'unearned', 'staff', 'unfold', 'yvonne', 'yorkers', 'year', 'ydanis', 'working', 'work', 'word', 'won', 'wild', 'west', 'water', 'wants', 'wanting', 'walking', 'wabc', 'voicer', 'violence', 'view', 'victory', 've', 'utterly', 'used', 'use', 'urge', 'unless', 'state', 'stabled', 'research', 'schools', 'save', 'santora', 'sanctuary', 'salary', 'sakellaridis', 'run', 'rovedo', 'routine', 'roots', 'rollout', 'rodriguez', 'roam', 'ritchie', 'risked', 'risk', 'riquelme', 'rikers', 'rights', 'right', 'ridge', 'rewarded', 'return', 'retired', 'responders']"
"Nydia Velázquez, a New York Trailblazer in Congress, to Retire Next Year",0,1,1.0,"['new', 'said', 'velázquez', 'ms', 'district', 'congress', 'election', 'puerto', 'representative', 'term', 'mamdani', 'city', 'primary', 'mr', 'york', 'step', 'rican', 'challenge', 'politics', 'elected', 'public', 'leaders', 'work', 'democratic', 'democrats', 'crowded', 'good', 'small', 'nydia', 'servant', 'political', 'efforts', 'developments', 'seat', 'rivera', 'goldman', 'feel', 'congressional', 'generation', 'protections', 'forward', 'considered', 'queens', 'party', 'people', 'career', 'november', 'love', 'members', 'woman', 'long', 'voices', 'working', 'latest', '72', 'string', 'supported', 'house', 'brooklyn', 'years', '2026', 'time', 'business', 'young', 'photo', 'phone', 'photograph', 'look', 'lost', 'nicknamed', 'longtime', 'picks', 'pointed', 'pointing', 'likely', 'policies', 'like', 'planned', 'page', 'low', 'luchadora', 'neighborhoods', 'possibility', 'nadler', 'nurturing', 'moment', 'ocasio', 'office', 'offices', 'mixed', 'officials', 'midterms', 'midterm', 'mentored', 'open', 'mentor', 'meeting', 'mayoral', 'organizers', 'mantle', 'overwhelmingly', 'northeast', '10', 'range', 'possible', 'thrown', 'spend', 'spent', 'start', 'status', 'stretching', 'success', 'successor', 'suffering', 'sunnyside', 'support', 'supporting', 'supreme', 'thursday', 'spanish', 'times', 'trailblazer', 'units', 'used', 'vanguard', 'victor', 'volatile', 'voters', 'washington', 'won', 'year', 'yorkers', 'speaking', 'sotomayor', 'precincts', 'residents', 'prejudice', 'print', 'progressive', 'progressives', 'promote', 'push', 'race', 'liberal', 'ranking', 'redrawn', 'related', 'represented', 'results', 'sonia', 'retiring', 'rico', 'right', 'rod', 'role', 'run', 'seek', 'self', 'september', 'served', 'seventh', 'shot', 'lightning', 'kick', 'legislation', 'candidate', 'cited', 'change', 'challenges', 'casting', 'carlina', 'candidates', 'calls', 'court', 'cadre', 'bushwick', 'body', 'blue', 'best', 'believe', 'class', 'closer', 'cohort', 'collaborated', 'committee', 'competitive', 'completion', 'conditions', 'confidence', 'confident', 'congressman', 'congresswoman', 'consider', 'considerable', 'contest', 'continue', 'continuing', 'behalf', 'based', 'barred', 'agenda', '16', '16th', '1992', '30', '39', 'a20', 'acknowledging', 'added', 'address', 'adopt', 'adriano', 'advance', 'advancing', 'advocacy', 'ahead', 'ballots', 'alexandria', 'allow', 'ally', 'anxiety', 'appeared', 'appointment', 'approach', 'approaches', 'april', 'area', 'article', 'aside', 'asked', 'attracting', 'cortez', 'crop', 'legacy', 'hopefully', 'income', 'including', 'includes', 'improving', 'housing', 'hopes', 'holds', 'cycle', 'highlights', 'highest', 'help', 'held', 'heartened', 'hard', 'initiatives']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday's primaries",0,0,0.0,"['democratic', 'ap', 'seat', 'opposing', 'political', 'president', 'primaries', 'primary', 'republican', 'socialists', 'month', 'square', 'tests', 'trump', 'washington', 'won', 'york', 'new', 'mayor', 'artificial', 'ensured', 'backing', 'candidates', 'chosen', 'city', 'clout', 'donald', 'factions', 'mamdani', 'fellow', 'governor', 'house', 'industry', 'intelligence', 'lost', 'zohran']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday's primaries 4m read",0,0,0.0,"['democratic', 'artificial', 'seat', 'opposing', 'political', 'president', 'primaries', 'primary', 'republican', 'socialists', 'month', 'square', 'tests', 'trump', 'washington', 'won', 'york', 'new', 'mayor', 'backing', 'factions', 'candidates', 'chosen', 'city', 'clout', 'donald', 'ensured', 'fellow', 'mamdani', 'governor', 'happen', 'house', 'industry', 'intelligence', 'lost', 'zohran']"
Jan. 6 plaque honoring police officers goes on display at the Capitol,0,2,1.0,"['plaque', 'officers', 'said', 'capitol', 'day', 'police', 'congress', 'trump', 'lawsuit', 'law', 'hodges', 'people', 'attack', 'january', 'installation', 'building', 'senate', 'jan', 'johnson', 'says', 'department', 'installed', 'democrat', 'new', 'year', 'office', 'west', 'names', 'placed', 'returned', 'rep', 'republican', 'espaillat', 'morelle', 'responded', 'dunn', 'rioters', 'floor', 'saturday', 'say', 'nation', 'democrats', 'fifth', 'recognized', 'passed', 'fought', 'joe', 'listing', '2021', 'loyal', 'marker', 'memories', 'service', 'metropolitan', 'missing', 'install', 'injured', 'house', 'hours', 'history', 'recognize', 'york', 'occurred', 'went', 'called', 'continue', 'anniversary', 'washington', 'steps', 'violence', 'statute', 'biden', 'thousands', 'tillis', 'committee', 'years', 'pirro', 'vandalized', 'place', 'personnel', 'victory', 'violent', 'set', 'tried', 'pleased', 'unanimously', 'violently', 'trapped', 'post', 'posted', 'power', 'told', 'president', 'threatened', 'press', 'persists', 'pardoned', 'visible', 'original', 'worthy', 'officer', 'worst', 'workers', 'work', 'witnessed', 'offices', 'official', 'weight', 'week', 'past', 'outside', 'way', 'overnight', 'oversees', 'overwhelmed', 'voted', 'owe', 'page', 'visitors', 'problems', 'proposed', 'thom', 'siege', 'replicas', 'reported', 'reporter', 'stronger', 'objections', 'stopped', 'required', 'resolution', 'stopgap', 'rewriting', 'stolen', 'ruling', 'running', 'statement', 'spending', 'speaker', 'secure', 'sen', 'sought', 'senators', 'sent', 'silence', 'sign', 'repeatedly', 'struggling', 'reminder', 'quietly', 'prosecutions', 'protected', 'tampering', 'taking', 'psychic', 'publicly', 'push', 'pushed', 'putting', 'qr', 'real', 'remained', 'recent', 'recognition', 'symbol', 'supporters', 'suggests', 'record', 'refusal', 'sued', 'refuses', 'regained', 'republicans', '140', 'object', 'charged', 'claims', 'code', 'commemorated', 'compliance', 'comply', 'compounded', 'congressional', 'control', 'criticized', 'crowd', 'crushed', 'daniel', 'deadline', 'defeated', 'defended', 'deflect', 'delayed', 'delays', 'democracy', 'described', 'deserve', 'did', 'dismissed', 'displayed', 'displaying', 'document', 'donald', 'doors', 'downplayed', 'claim', 'chamber', 'night', 'certification', '2022', '2025', '3a', '45', '4am', '500', 'administration', 'adriano', 'agencies', 'alleviate', 'alternatives', 'angry', 'approving', 'argued', 'associated', 'attorney', 'authorizing', 'away', 'beaten', 'behalf', 'blame', 'branch', 'bravely', 'break', 'broke', 'came', 'case', 'central', 'ceremony', 'echoing', 'effort', 'election', 'encouraging', 'individuals', 'injuries', 'installing', 'instigating', 'instructions', 'issue', 'jeanine', 'judicial']"
"THE BRIEFING WITH JEN PSAKI for May 28, 2026, MS NOW",6,3,-0.3333333333333333,"['new', 'just', 'york', 'trump', 'psaki', 'city', 'people', 'know', 'mamdani', 'time', 've', 'like', 'don', 'year', 'right', 'think', 'mayor', 'said', 'politics', 'going', 'news', 'country', 'yorkers', 'mean', 'things', 'jr', 'president', 'today', 'make', 'want', 'company', 'money', 'carroll', 'story', 'million', 'house', 'really', 'federal', 'cbs', '21', 'working', 'moran', 'actually', 'did', 'lot', 'democrats', 'democratic', 'tell', 'say', 'case', 'thank', 'journalist', 'world', 'white', 'pentagon', 'billion', 'long', 'live', 'coming', 'darializa', 'deal', 'left', 'administration', 'affordability', 'care', 'race', 'department', 'person', 'happening', 'big', 'program', 'fight', 'proud', 'fact', 'number', 'll', 'times', 'dollars', 'district', 'america', 'legal', 'funding', 'excited', 'zohran', '60', 'minutes', 'tax', 'seen', 'propublica', 'primary', 'possible', 'office', 'political', 'weissmann', 'chevalier', 'tonight', 'child', 'ask', 'fund', 'free', 'firm', 'way', 'estimated', 'having', 'cup', 'terry', 'weiss', 'doing', 'does', 'government', 'good', 'talk', 'party', 'congressman', 'congressional', 'investigation', 'issues', 'jean', 'congress', 'come', 'trying', 'vision', 'policies', 'andrew', 'decision', 'united', 'day', 'vulcan', 'criminal', 'conversation', 'took', 'cecilia', 'cost', 'talking', 'course', 'loan', 'states', 'somebody', 'living', 'break', 'looking', 'life', 'level', 'matter', 'ms', 'note', 'kind', '000', 'justice', 'journalism', 'jen', 'important', 'idea', 'great', 'pretty', 'question', 'local', 'recent', 'end', 'reported', 'sharyn', 'look', '00', 'afford', 'best', 'win', 'happen', 'sexually', 'navarro', 'quite', 'week', 'hard', 'happens', 'ellison', 'kinds', 'americans', 'hoffman', 'network', 'abc', 'columbia', 'endorsements', 'reporting', 'knows', 'mullin', 'joining', 'watch', 'told', 'clip', 'invested', '50', 'tickets', 'including', 'commercial', 'terms', 'avila', 'won', 'chris', 'wants', 'deeply', 'months', 'corporate', 'video', 'community', 'capital', 'protests', 'contested', 'reasons', 'spent', 'spending', 'forbes', 'stories', 'spend', 'let', 'expensive', 'simply', 'opened', 'worse', 'open', 'reid', 'far', 'spoke', 'focused', 'later', 'budget', 'leading', 'little', 'percent', 'gone', 'leave', 'crisis', 'linked', 'game', 'alfonsi', 'son', 'correspondent', 'defense', 'ticket', 'lawrence', 'lawsuits', 'deliver', 'involved', 'lander', 'joins', 'respect', 'launched', '200', 'laughter', 'debate', 'announcement', 'journalists']"
"Mamdani and AI industry flex political power in New York, plus more to watch in Tuesday's primaries",0,0,0.0,"['democratic', 'artificial', 'seat', 'opposing', 'political', 'president', 'primaries', 'primary', 'republican', 'socialists', 'month', 'square', 'tests', 'trump', 'washington', 'won', 'york', 'new', 'mayor', 'backing', 'factions', 'candidates', 'chosen', 'city', 'clout', 'donald', 'ensured', 'fellow', 'mamdani', 'governor', 'happen', 'house', 'industry', 'intelligence', 'lost', 'zohran']"
